01.04.071;ESMALTE SINT BRIL VERD PRI - LKS;GL   ;ESMALTE SINTETICO;93,83
01.04.072;ESMALTE SINT BRIL VERD PRI - LKS;PT   ;ESMALTE SINTETICO;29,36
01.04.075;ESMALTE SINT BRIL VERM GOY - LKS;GL   ;ESMALTE SINTETICO;93,83
01.04.076;ESMALTE SINT BRIL VERM GOY - LKS;PT   ;ESMALTE SINTETICO;29,36
01.04.077;ESMALTE SINT BRIL VERMELHO - LKS;PT   ;ESMALTE SINTETICO;29,36
01.04.078;ESMALTE SINT BRIL VERMELHO - LKS*;GL   ;ESMALTE SINTETICO;93,83
01.04.079;ESMALTE SINT BRIL ALUMINIO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,90
01.04.080;ESMALTE SINT BRIL AMARELO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.081;ESMALTE SINT BRIL AZ FRA - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.082;ESMALTE SINT BRIL BRANCO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.083;ESMALTE SINT BRIL PLATINA - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.084;ESMALTE SINT BRIL PRETO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.086;ESMALTE SINT BRIL VERD FLH - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.087;ESMALTE SINT BRIL VERMELHO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.088;ESMALTE SINT BRIL COLORADO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.04.089;ESMALTE SINT BRIL CONHAQUE - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.05.   ;ESMALTE SINT FOSC - LKS;FR   ;ESMALTE SINTETICO;0,00
01.05.001;ESMALTE SINT FOSC BRANCO - LKS;GL   ;ESMALTE SINTETICO;93,83
01.05.002;ESMALTE SINT FOSC BRANCO - LKS;PT   ;ESMALTE SINTETICO;29,36
01.05.003;ESMALTE SINT FOSC PRETO - LKS;PT   ;ESMALTE SINTETICO;29,36
01.05.004;ESMALTE SINT FOSC PRETO - LKS;GL   ;ESMALTE SINTETICO;93,83
01.05.005;ESMALTE SINT FOSC PRETO - LKS 1/16;UN   ;ESMALTE SINTETICO;11,68
01.06.   ;ESMALTE SINT ACET - LKS;FR   ;ESMALTE SINTETICO;0,00
01.06.001;ESMALTE SINT ACET BRANCO - LKS;GL   ;ESMALTE SINTETICO;98,63
01.06.002;ESMALTE SINT ACET BRANCO - LKS;PT   ;ESMALTE SINTETICO;31,00
01.07.   ;COMPLEMENTOS - LKS;FL   ;COMPLEMENTO;0,00
01.07.003;FUNDO NIVELADOR BCO - LKS;PT   ;FUNDOS;30,85
01.07.004;FUNDO NIVELADOR BCO - LKS;GL   ;FUNDOS;108,87
01.07.005;CERAMICA - LKS;GL   ;COMPLEMENTO;102,98
01.07.006;CERAMICA - LKS;PT   ;COMPLEMENTO;32,41
01.07.009;ZARCAO - LKS;PT   ;FUNDOS;33,13
01.07.010;ZARCAO - LKS;GL   ;FUNDOS;111,14
01.07.011;ZARCAO - LKS 1/16;UN   ;FUNDOS;12,27
01.07.012;MASSA ACRILICA - LKS;GL   ;MASSAS;35,43
01.07.013;MASSA ACRILICA - LKS;PT   ;MASSAS;13,87
01.07.014;MASSA ACRILICA - LKS;LA   ;MASSAS;134,46
01.07.015;MASSA CORRIDA - LKS;LA   ;MASSAS;71,18
01.07.016;MASSA CORRIDA - LKS;GL   ;MASSAS;22,11
01.07.017;MASSA CORRIDA - LKS;PT   ;MASSAS;8,82
01.07.018;SELADOR ACRILICO - LKS;GL   ;FUNDOS;36,77
01.07.019;SELADOR ACRILICO - LKS;LA   ;FUNDOS;133,42
01.07.020;FUNDO PREPAR AGUA - LKS;LA   ;FUNDOS;231,30
01.07.021;GRAFITE CLARO - LKS;GL   ;FUNDOS;106,19
01.07.022;GRAFITE CLARO - LKS;PT   ;FUNDOS;33,38
01.07.023;GRAFITE ESCURO - LKS;PT   ;FUNDOS;33,38
01.07.024;GRAFITE ESCURO - LKS;GL   ;FUNDOS;106,19
01.07.025;VERNIZ COPAL - LKS;GL   ;VERNIZ;82,76
01.07.026;VERNIZ COPAL - LKS;PT   ;VERNIZ;27,17
01.07.029;VERNIZ MARITIMO BRIL - LKS;GL   ;VERNIZ;93,50
01.07.030;VERNIZ MARITIMO BRIL - LKS;PT   ;VERNIZ;30,50
01.07.031;VERNIZ MARITIMO BRIL - LKS 1/16;UN   ;VERNIZ;13,15
01.07.032;RESINA INCOLOR SOLVENTE - LKS;LA   ;COMPLEMENTO;426,84
01.07.033;RESINA INCOLOR SOLVENTE - LKS;5 L. ;COMPLEMENTO;126,01
01.07.034;RESINA INCOLOR SOLVENTE - LKS 900ML;PT   ;COMPLEMENTO;36,29
01.07.039;GALVITE - LKS;PT   ;COMPLEMENTO;33,15
01.07.040;GALVITE - LKS;GL   ;COMPLEMENTO;111,32
01.07.044;FUNDO PREPAR AGUA - LKS;GL   ;COMPLEMENTO;53,26
01.07.047;CATAL P/ EPOX - LKS 900ML;FR   ;CATALISADOR;60,71
01.07.048;FUNDO UNIVERSAL AGUA BRANCO;PT   ;CATALISADOR;29,19
01.07.049;FUNDO UNIVERSAL AGUA BRANCO;GL   ;CATALISADOR;100,96
01.07.050;FUNDO PREPAR AGUA - LKS;900ML;CATALISADOR;18,45
01.08.   ;LUKSPISO - LKS;FL   ;BOINA;0,00
01.08.001;TINTA PISO AMARELO - LKS;LA   ;LATEX ACRILICO;248,17
01.08.002;TINTA PISO AMARELO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.003;TINTA PISO AM DEMARCACAO - LKS;GL   ;LATEX ACRILICO;65,43
01.08.004;TINTA PISO AM DEMARCACAO - LKS*;LA   ;LATEX ACRILICO;248,17
01.08.005;TINTA PISO AM DEMARCACAO - LKS;PT   ;LATEX ACRILICO;21,81
01.08.006;TINTA PISO AZUL - LKS;PT   ;LATEX ACRILICO;21,81
01.08.007;TINTA PISO AZUL - LKS;GL   ;LATEX ACRILICO;65,43
01.08.008;TINTA PISO AZUL - LKS*;LA   ;LATEX ACRILICO;248,17
01.08.009;TINTA PISO BRANCO - LKS*;LA   ;LATEX ACRILICO;248,17
01.08.010;TINTA PISO BRANCO - LKS;GL   ;LATEX ACRILICO;65,43
